X,Y,u_1,-du_dx
4504975.569531309,-4504979.036347012,-46526250.5428831,-9.808681564905834
-3744778.189740795,5154248.471857141,-46268835.26994754,7.83624846247324
-4650533.239738994,5609615.411861424,-34727619.637295,7.117346547752787
5412426.260419959,-4872866.468094856,-34878432.996125706,-8.833158586206654
5154245.590055271,-3744782.1562002497,-46269199.4995696,-11.656752003226046
-2892372.025162074,5676603.303742463,-45591733.69896745,5.818664444123158
-3689227.812123064,6229655.888627075,-34396796.5649927,5.355568675485104
6059045.981545879,-3866843.394310922,-35276098.86724132,-10.840997334155288
5676601.077911453,-2892376.393599999,-45590958.904778056,-13.268203138069117
-1968746.1793024065,6059181.420083258,-44745643.1015536,3.826068168999068
-2693528.6454461208,6699113.115637665,-33342133.90486183,3.697680550547069
6607434.296850212,-2743782.9035451007,-34303010.341880344,-12.574393819537397
6059179.905029697,-1968750.842154567,-44745356.14465047,-14.521240900500166
-996643.3876608724,6292562.511237522,-44052763.00773072,1.8838513228464144
-1696880.3289441252,7026960.590081212,-31988092.220136136,2.2058608167161187
7015487.011637719,-1708023.1565456293,-32119161.541506417,-13.58259795702285
6292561.956239797,-996646.8917744076,-44052716.5479101,-15.328193827791749
0.0,6371000.0,-43785797.83127139,0.0008663908537878568
-563071.8751502576,7237986.999932486,-30691945.250606693,0.6987134317281607
7221411.483480534,-569268.3449760203,-30922256.54806965,-14.172987005267874
6371000.0,0.0,-43785764.8971768,-15.604453739203128
996646.8917744076,6292561.956239797,-44052373.875341006,-1.883740325924072
551763.7125556164,7214069.243027165,-31038815.02600113,-0.6884300435359513
1687492.9924689536,6952901.009576838,-33017979.830222998,-2.273361333123255
1968750.842154567,6059179.905029697,-44745294.31459871,-3.82753454602571
7236823.208681664,550522.8371034621,-30717107.21695697,-14.159581300305264
6292562.511237522,996643.3876608724,-44052735.80783218,-15.32964733187248
7042705.043149223,1681424.7489819452,-31808312.856956773,-13.576718852012265
6059181.420083258,1968746.1793024065,-44745638.93844693,-14.520768585949668
2721447.609579932,6602109.997140445,-34457029.96846658,-3.889208850272481
2892376.393599999,5676601.077911453,-45590898.96833532,-5.827700704111422
6707695.954589983,2680570.616641697,-33281976.201237623,-12.578650998714272
5676603.303742463,2892372.025162074,-45591813.11605009,-13.263852991963809
3744782.1562002497,5154245.590055271,-46269063.29625994,-7.845827147254329
3847041.6763162366,6061658.55557862,-35362938.48114414,-5.807382641020381
4504979.036347012,4504975.569531309,-46526121.79649071,-9.817696293389666
4814424.967777523,5413279.326155204,-35315149.83074672,-7.602976092153165
5154248.471857141,3744778.189740795,-46268814.79377114,-11.65989757343094
5632760.62168354,4637625.199745914,-34603705.02566642,-9.327158265010398
6262699.299628492,3663172.20504262,-34168111.24927792,-11.133586682686325
-8863123.465155879,-8866490.711625442,-845098.5153626933,1.218877756778841
-9556500.0,-8550552.631578952,0.0,1.7767047249563632
-9556500.0,-9556500.0,0.0,-8.4440903987959e-06
-8550552.631578874,-9556500.0,0.0,-5.801210097026536e-05
-8674266.343215844,-7987992.225973324,-2444220.4364492004,2.771459732486552
-9556500.0,-7544605.2631579,0.0,3.5516290188954223
-7977798.350984672,-8680908.700574942,-2441571.633512407,1.5459938894039549
-7912432.713119702,-7909382.2075386895,-4784850.036912992,2.9121446963253312
-7544605.263157825,-9556500.0,0.0,-0.0001484892927100153
-7375799.727906524,-8123382.745546692,-5521289.097730163,2.5297704233473177
-7398488.003604609,-7373317.190309704,-8330521.077662394,3.868733355990242
-8128079.251866328,-7369969.4203556655,-5517857.524647663,3.8698052393699145
-8758717.319019124,-7005533.974930697,-3591036.9265323323,4.505090507948759
-9556500.0,-6538657.89473685,0.0,5.315063588081471
-7009628.2770535005,-8757588.5778779,-3590382.48955355,1.4029054352080828
-6538657.894736778,-9556500.0,0.0,-0.0003741959763940983
-6584053.570296342,-7875078.995066525,-8827148.852108197,2.9543162096901483
-6741444.301746138,-7060610.76041622,-12438242.144753393,4.43137345413118
-7151114.47906941,-6701174.705180324,-12156241.465441655,5.086179229308719
-7896491.981227813,-6573621.498063815,-8744597.26459541,5.292483748691161
-8741755.923056947,-6016498.654928386,-5071116.777208128,6.235742001011058
-9556500.0,-5532710.526315802,0.0,7.042397326402842
-6036854.85523886,-8753161.026079228,-4971782.096414114,1.384569019560761
-5532710.52631573,-9556500.0,0.0,-0.0006221622179459393
-5531223.731236788,-7946159.366750431,-11396918.036184208,2.753702787373148
-5977542.913251245,-7073336.541852307,-15731425.551118342,4.375302173026049
-6549683.330957422,-6468305.39612509,-16468632.948191838,5.52600429131721
-7182488.922868114,-6036750.434436943,-14784045.257066494,6.302752588304323
-7827384.70913591,-5467087.733586843,-12435686.892522637,7.266613916910807
-8736716.502097912,-5011468.754401274,-6493208.593264923,7.946020111330999
-9556500.0,-4526763.157894751,0.0,8.687197089036259
-5030491.499486762,-8785854.3601751,-6078803.298121593,1.267790488707824
-4526763.157894682,-9556500.0,0.0,-0.0010989116880753
-4579544.0513478685,-8022062.03662328,-13286721.704666143,2.474876236129881
-4978855.49779966,-7167463.24070615,-19264740.149614897,4.061637950013457
-5429404.340896137,-6549044.843750773,-22033725.07178172,5.310614721920127
-5953136.017582474,-6248581.896729512,-21193595.682947718,5.938300477386927
-6446683.544640924,-5814491.728462631,-20673351.111497995,6.7735521387125575
-6968931.077331453,-5320562.047308283,-19382305.021974843,7.654897705242887
-7957727.022718903,-4522237.931257664,-13999026.287382586,8.877914576683144
-7307581.534650217,-4788474.814711549,-18830648.1061494,8.566921451184943
-8720825.489175383,-4008190.98994181,-7941013.328761719,9.54852685465963
-9556500.0,-3520815.7894737027,0.0,10.182120753840026
-4045159.237076289,-8783905.966930175,-7296159.06400782,1.1587192016839634
-3520815.789473636,-9556500.0,0.0,-0.0007283648354864761
-5393088.918220936,-6061215.633799898,-25939688.444060728,6.272323132783864
-4217873.108152695,-7399541.392891851,-20052827.74172937,3.433261462064656
-3618919.0741082495,-7954900.603494298,-16240754.231167702,2.31186157893568
-4794666.861815024,-6343538.333122476,-27174827.80907713,5.601086866008039
-4292628.821690397,-6811859.688962908,-25391805.18900009,4.519034301747375
-5775999.190714747,-5521098.377742656,-27244469.56860369,7.4010096939241725
-6286998.115008462,-5175150.116927228,-25482863.7014781,8.045933344516296
-7879120.094378691,-3503827.735465412,-17301655.209950592,10.538976328742756
-6604293.508115396,-4557123.555273811,-26087169.46438204,9.201813673876284
-7175735.62411529,-4075179.088677217,-22741784.248077758,9.880702321328895
-8808433.770928763,-2994448.6934397463,-8150958.908143147,10.953996963995614
-9556500.0,-2514868.4210526524,0.0,11.42967404355325
-8026827.193470498,-2646012.7495036093,-17453885.787131097,11.668406533955467
-2994794.1324859583,-8827098.634244502,-7946250.382495544,0.9134319749442206
-2514868.421052588,-9556500.0,0.0,-0.0007099750741771752
-2691480.023009194,-8035919.406713627,-17266411.856609832,1.7986493162002164
-3619418.095817302,-7041421.394672621,-25855325.261391763,3.7976259766003
-3026013.3176491424,-7412497.169455552,-23691776.16722155,2.845507670190968
-7099978.423132095,-3374632.013567048,-26114223.637023665,11.132759785594484
-7448305.197764681,-2925889.876665883,-23557631.02843323,11.613245423491003
-9556500.0,-1508921.0526316045,0.0,12.333400126085644
-8607811.931470107,-1910758.2135657729,-11459404.187982349,12.200067780693084
-8734774.190767754,-947702.0651699486,-10446135.175293418,12.81597058088226
-9556500.0,-502973.68421055377,0.0,12.812748195859127
-7797071.357652685,-1958706.716815916,-21431743.727422766,12.580351332151228
-7432852.831894239,-2356929.2624631184,-25195953.324686214,12.41269930586235
-2444859.126176209,-7402335.319070388,-25361554.283091065,2.4667066659586823
-1508921.0526315416,-9556500.0,0.0,0.004265576635061
-1920916.469658952,-8612488.645698989,-11393878.674855735,0.8381543554046955
-2003180.9454525209,-7789605.875248158,-21451732.66596252,1.6775429165304985
-962141.7298592656,-8722010.50061997,-10604140.40457563,0.3893536087760573
-502973.68421049416,-9556500.0,0.0,-0.00023185537092729191
-9556500.0,502973.68421049416,0.0,12.811335278763243
-8641035.936773244,12815.0384567469,-11849558.050740989,13.078605823649866
-7897705.87663852,-1246300.614051489,-21085324.10972596,13.132253616046754
-8064552.54180768,-550467.5011320009,-19366791.905130792,13.336727028221707
-1271706.281703043,-7890842.340246825,-21148944.888174307,1.0516529529820111
-562308.6377196324,-8067513.698062052,-19322248.81500039,0.4161600892810814
502973.68421055377,-9556500.0,0.0,-0.0010547362014889
-8181.877284962085,-8650570.683762515,-11724938.18961616,0.0033770757795282
-7842069.402288228,-5000.833698854258,-22488810.016130656,13.610496469701198
-8713653.81960276,952343.573626108,-10714966.773966923,12.820414656072396
-9556500.0,1508921.0526315416,0.0,12.332771711843352
-8041088.6786069535,549268.4340484554,-19680568.61887722,13.352990002839316
-8616466.5918623,1900084.6271508492,-11362640.218211647,12.205722099564287
-9556500.0,2514868.421052588,0.0,11.429523505970922
7001.821822888956,-7860871.475306327,-22233277.378940854,-0.0065795571020183
935424.6962796844,-8732679.957711186,-10477388.764398528,-0.3757599395241642
1508921.0526316045,-9556500.0,0.0,-0.0056020596561161
551957.7395808597,-8080674.394807016,-19151123.251052555,-0.4042129348662392
2514868.4210526524,-9556500.0,0.0,-0.0010488997097706
1891618.1399473527,-8659731.958109856,-10841690.80626594,-0.7859748325760508
-7871265.490988232,1236104.9723570389,-21443399.814875904,13.159877183739892
-7782317.03226133,1976361.087684982,-21588242.071368907,12.57380701312692
-8805406.951283406,2958789.9240264078,-8217508.361361192,11.001269498740724
-9556500.0,3520815.789473636,0.0,10.18344924423317
-8031738.2831199,2648038.94615524,-17392952.85182469,11.663944996945402
-8763830.810430147,4020231.530688481,-7516196.566254708,9.524355833873738
-9556500.0,4526763.157894682,0.0,8.687844262429655
-8742779.157989286,5024253.693490813,-6427945.926512368,7.924804388479726
-9556500.0,5532710.52631573,0.0,7.042306011060046
-8725633.267454874,6000362.031352515,-5194729.192929816,6.264005855038962
-9556500.0,6538657.894736778,0.0,5.314934926122608
-8761583.985421179,6965799.105069368,-3633566.758683603,4.575060208933181
-9556500.0,7544605.263157825,0.0,3.5516945092125294
1262508.9304053276,-7909749.863228305,-20910534.368312728,-1.0311571125328152
1970436.162403009,-7823687.961093193,-21077817.980308183,-1.6190931893761125
2973796.8880033894,-8831468.788131695,-7917547.055017111,-0.9046452370967318
3520815.7894737027,-9556500.0,0.0,0.00018485221192824733
2625309.4086202257,-8084284.076459782,-16819653.312148344,-1.7073942951789465
4028667.256624483,-8805622.131090557,-7108995.137738566,-1.1239914876244073
4526763.157894751,-9556500.0,0.0,0.0007918738514692455
5025955.678982113,-8792794.371032566,-6029592.862151571,-1.2562370658595503
5532710.526315802,-9556500.0,0.0,0.0004520444567936248
6010486.151182517,-8779297.286321957,-4845068.638106737,-1.3386435160443764
6538657.89473685,-9556500.0,0.0,0.00019560688056804076
6976856.458910178,-8807644.507316941,-3408309.1386598307,-1.3144009476465637
7544605.2631579,-9556500.0,0.0,6.37449092463586e-05
-7391653.04649989,2437709.748439118,-25510912.53381429,12.339143373259471
-7946069.071389176,3575429.751186328,-16432764.474928064,10.406069065048577
-7406777.52645799,3004803.053286788,-23817922.129102435,11.521385588623124
-7971714.826909013,4520078.3071873365,-13880262.21394667,8.880460458580783
-7361182.209310752,4201263.35199455,-20477669.66352959,9.597457509702092
-7803647.12211437,5533804.409175322,-12407931.89336878,7.151931099754876
-7941241.303141265,6495854.629921174,-8728171.524055911,5.43006101448842
-7247968.440226327,6177973.530857207,-13797930.852988536,6.039811226467083
-7987240.468425333,7268341.910786306,-6344544.292365888,4.051594293539982
-8640238.32420005,8042891.348147634,-2449710.8281215024,2.674542234342551
-9556500.0,8550552.631578874,0.0,1.7766965583368917
-8865066.024710944,8906925.19916815,-793350.7272596708,1.1474672637367695
-9556500.0,9556500.0,0.0,-6.878354533945696e-06
2381845.081112298,-7442968.773988275,-25012121.175404213,-2.3639403056848627
3578633.361429397,-8064404.041631442,-15197340.991321264,-2.1323072733574437
2985980.7323566712,-7476621.183021952,-23065983.730148632,-2.7264385412848062
4572956.516387945,-8026083.220553163,-13267512.992138589,-2.4659939989663764
5484077.590148697,-8032756.651793901,-10901608.397017255,-2.597024852322772
4189087.300872239,-7439507.86718907,-19768134.83611227,-3.3535931430988186
6498122.722606271,-7928994.389766455,-8788175.336247861,-2.854993674754936
7326835.8032428995,-8146038.121697241,-5555758.025730466,-2.489182481887461
8550552.631578952,-9556500.0,0.0,4.969601902793386e-05
7956249.642548321,-8702095.172942458,-2414974.493792658,-1.5084845387494443
7876423.973874571,-7917581.60457363,-4865361.814534217,-2.8975512494008786
8859985.658834316,-8870664.763117576,-843788.4698604122,-1.2115118936995375
9556500.0,-9556500.0,0.0,8.533763322438048e-06
-7042156.09775314,3613852.1009541354,-25868481.18675384,10.7593462972915
-7195015.135572489,4814055.577950657,-19694878.877481584,8.549129777670801
-6832649.894934684,4286291.103481993,-25220169.434454028,9.630734801810435
-6875559.665614677,5525328.497594544,-19138727.069750626,7.283199526414221
-6511586.449032048,6304435.278564309,-17571216.648318797,5.833583280256819
-7124920.652568321,7028266.136068857,-10878137.944348415,4.491706314796535
-7549853.127646432,7982218.835261659,-5582133.430037013,2.782134971341545
-8021539.167775717,8828182.016114239,-1974538.5534722465,1.2858698826501234
-8550552.631578952,9556500.0,0.0,-2.1001678597087903e-05
3591194.698835833,-7122410.599588409,-25089706.4594005,-3.642152309032416
4227325.034770255,-6860650.961207593,-25210981.00887895,-4.403761658325417
5862330.708178136,-7324788.363713425,-14569911.76036715,-3.903948534276864
4975326.892937761,-7123990.512964744,-19638011.376977872,-4.139799427545943
6499757.697734792,-7038582.326416174,-13628657.488523424,-4.465167839101205
7326558.831342719,-7373894.551237786,-8606493.180734647,-3.867786360551836
7073347.216918965,-6640061.978773054,-12821126.031181572,-5.1993509587303794
8106436.05448402,-7371944.952861466,-5596567.161025025,-3.866567172451172
8666050.597825052,-7993945.355094238,-2457632.501172825,-2.760963934196112
9556500.0,-8550552.631578874,0.0,-1.7767016909109368
-6337450.026551754,4804460.470322714,-27173393.62943412,8.787593182164983
-6113692.861833689,5560624.424972928,-24504485.701432925,7.293316632343193
-5804644.981126614,6328238.932735568,-21533016.456331726,5.775632860776132
-6108642.937767672,7058916.866614763,-15246673.61425224,4.4106248775188
-6527911.841739172,7910121.900476595,-8804530.007048344,2.890629914619921
-7038840.346839056,8770617.392835481,-3491441.858037222,1.3804761959148812
-7544605.2631579,9556500.0,0.0,-0.00016246100781014403
4569151.909933155,-6428742.85498018,-27641895.585583232,-5.362986781632799
5764964.315610732,-6568735.606509544,-20110262.901522208,-5.308146112828988
5116698.720591345,-6321074.131918449,-25543063.73651182,-5.70864769108261
6506360.254099265,-6332019.706969707,-17451298.179408405,-5.784209247064799
6060852.376135851,-5940457.894927485,-22497064.07601665,-6.544740190853685
7211501.52892083,-5892466.463780619,-15195400.43286957,-6.566094272299985
7904988.350537505,-6574058.484576481,-8698359.569968916,-5.291428940148519
8756094.165808098,-7010770.639545164,-3595495.853356292,-4.495938261002514
9556500.0,-7544605.263157825,0.0,-3.551629648748168
-5438845.731853829,5735532.772955086,-28115804.923557788,6.953545385385199
-5298688.186292477,6910677.311234966,-19929139.872731704,4.600243555817699
-5159065.087169479,6242385.783408975,-25936789.01085532,5.873932631619114
-5396497.599226376,7764549.375861818,-13108669.726606715,3.0586093152809397
-4771371.565654337,7258355.990138397,-19318638.831884917,3.8484672635280335
-6003592.484970167,8716228.068382984,-5249052.506307218,1.447671335367952
-6538657.89473685,9556500.0,0.0,-0.0004491700489746009
5447033.863622479,-5805498.827031087,-27530472.1419112,-6.806263670729238
6590957.722380881,-5578662.417155581,-20937119.07730909,-7.217244223787837
5994945.724965899,-5417372.916971506,-26290590.57109397,-7.593667881133797
7167371.931484257,-4976146.713602879,-19276332.716169123,-8.25913106520713
7967322.77402664,-5511145.734319793,-11300406.316181429,-7.173053178908639
8751087.579454063,-6032423.17392075,-4990826.3310809545,-6.208403877088899
9556500.0,-6538657.894736778,0.0,-5.315081225200188
-4575394.804152917,6552305.576897241,-26472199.075813383,5.120665147565795
-4093683.886240352,7157043.122184337,-22856273.37334724,3.808836679977421
-4492593.352359561,7907204.564513624,-14526500.608762875,2.6488956847140117
-4991243.635287393,8705108.510839006,-6772604.140580126,1.3984653240250828
-5532710.526315802,9556500.0,0.0,-0.0005409259112525433
6296797.28925173,-4857321.806515165,-27229504.80786656,-8.691149217414848
6782032.233212642,-4305640.453202948,-25619563.836818337,-9.613324020370664
7372917.028743833,-4209744.049092945,-20335600.2164843,-9.578281113890077
8003867.051463003,-4564583.83243112,-13483723.182335164,-8.799492297226534
8765120.202300183,-5027195.737606911,-6247153.64451605,-7.918018606352651
9556500.0,-5532710.52631573,0.0,-7.04261994083213
-3359038.7077536583,7084345.5315314,-26344163.470073145,3.574086172603951
-2899980.977888153,7410386.169681971,-24070616.45410816,2.7707771760223503
-3466502.9601224,7869346.497558775,-17493921.63549571,2.383667288732647
-3995304.690957696,8729669.056275617,-7872590.687587171,1.2338613706812966
-4526763.157894751,9556500.0,0.0,-0.0004833062968874202
7014028.935037512,-3618146.3024928328,-26154936.209928725,-10.767759219350358
7899020.757493527,-3587032.24982126,-16895036.912072662,-10.404906131070346
7376114.898223342,-3015259.309178386,-24141341.90210251,-11.524869252584052
8765561.796984531,-4031090.79418767,-7486950.557896621,-9.507129407856413
9556500.0,-4526763.157894682,0.0,-8.687949726635797
-2356759.834885296,7406038.673461238,-25529365.352653645,2.3914804635865083
-2624074.7412332883,7993087.030220772,-17887809.758305278,1.818013613855596
-1963692.8825915256,7775424.572022696,-21696174.03536223,1.6642148129271188
-2973901.517451924,8783357.425175909,-8445504.601780357,0.9653455197023674
-3520815.7894737027,9556500.0,0.0,0.00018370070399479724
7372730.58011427,-2446336.914018285,-25722761.390692327,-12.34233994140207
7987359.921621187,-2680998.176014452,-17849944.82311365,-11.644514684147133
7754190.659320697,-2003254.6686268852,-21896495.270772137,-12.567010610034949
8773295.63403983,-2989403.312068922,-8540981.589054292,-10.968671175745632
9556500.0,-3520815.789473636,0.0,-10.182423766073718
-1248206.2028737897,7875341.066183948,-21377126.21515524,1.0435547976119686
-1900343.4945593327,8583716.555947157,-11762345.694784775,0.8565345043190825
-2514868.4210526524,9556500.0,0.0,0.00023664541764034647
7867940.7558910735,-1279205.7447581724,-21441509.08931776,-13.133197229567791
8556298.886630947,-1935637.565698668,-12066188.41416172,-12.196036563907986
9556500.0,-2514868.421052588,0.0,-11.426300986315152
-562182.1106576417,8051841.27466087,-19531520.566656664,0.4197802375897822
2845.001990807212,7842155.370117534,-22487876.25294009,-0.0024809941605026
-943469.9370274798,8720495.408514436,-10631044.253528891,0.3842108091493619
-1508921.0526316045,9556500.0,0.0,0.0058439694860326
8052517.385445881,-579154.5803837752,-19515176.140365664,-13.33661219123588
7845538.915821689,-9371.947994898695,-22441749.81072625,-13.608653919379538
8704662.920988599,-970552.7435217376,-10823400.69749692,-12.81610109739998
9556500.0,-1508921.0526315416,0.0,-12.330730104190796
543672.994516631,8023141.761719097,-19922868.066192333,-0.4150678900886527
17544.166650272415,8599155.004549019,-12397973.007068517,-0.0060935288083251
-502973.68421055377,9556500.0,0.0,0.0005778470598265528
8066477.076923341,537140.1452978359,-19346598.97992075,-13.338912016603734
8638220.497963687,-17423.833447773715,-11886507.608400287,-13.080234643821743
9556500.0,-502973.68421049416,0.0,-12.811296165940178
2394187.2609921684,7335768.922862488,-26311254.40691316,-2.5131816140709016
1196698.8647302943,7833830.754077896,-21977380.209374696,-1.0295691901057873
1954714.796531478,7743510.927807572,-22113801.6175951,-1.690406030773596
922496.2342392752,8637266.725244641,-11708123.044659706,-0.4151869149234398
502973.68421049416,9556500.0,0.0,-0.0011796493809234
7418341.35432543,2328386.2214117683,-25443595.393406834,-12.46058345628297
7893493.504443009,1239983.2456473254,-21147019.83315248,-13.140028046222918
7786161.767202076,1948519.3266694448,-21585851.087303635,-12.598632866065632
8718309.257706657,921990.425181065,-10667024.727000924,-12.834032510731156
9556500.0,502973.68421055377,0.0,-12.811475161013048
3593320.2480246467,7015092.487579927,-26238697.501869563,-3.829235825623608
2981751.9658268774,7375952.756101502,-24240011.02584738,-2.8728059004323514
2625528.9322109963,8004369.934653726,-17753154.252543125,-1.804564400980316
1869665.932254976,8590684.017866913,-11703364.460124489,-0.8402409256773485
1508921.0526315416,9556500.0,0.0,-0.0066302430472007
7415822.154238122,2885241.965990287,-24047836.77570833,-11.692914141232396
7078519.113337616,3344650.964845556,-26460688.265683506,-11.196728798612329
8001126.057032266,2610195.711561438,-17818859.843095575,-11.726823526810437
8606944.776643833,1889806.9086027332,-11487551.750497112,-12.218737310368653
9556500.0,1508921.0526316045,0.0,-12.333148661913125
4779205.661197589,6321232.337596078,-27458354.874478463,-5.641471361393883
5375032.471583179,6022684.602332813,-26348867.295752864,-6.348772420805982
4278590.47176337,6786218.436997972,-25702938.575676423,-4.561925527866517
4188339.3512074864,7359114.071558096,-20542757.834074337,-3.4932954416577173
3573596.8570659985,7923314.985520997,-16673871.541147528,-2.343323327793393
2915570.470100459,8750116.128675051,-8869050.433622958,-0.9932415999078896
2514868.421052588,9556500.0,0.0,-0.0028271840799867
5763716.854586065,5471160.575017538,-27679685.232992496,-7.506172328653972
6313380.804677894,5165299.622634985,-25327129.229760583,-8.061374728539295
6612970.4058261225,4550383.023647145,-26040897.39234685,-9.211409847938343
7152798.382664393,4058717.751860387,-23031341.91976979,-9.919114194305983
7853579.775567088,3435552.284692789,-17735181.041077312,-10.653049562076587
8711416.66130328,2931187.932669612,-9280959.534557557,-11.055209262585151
9556500.0,2514868.4210526524,0.0,-11.42711515010624
5941431.954103708,6222716.909235287,-21432230.648625743,-5.988234483879743
5409087.262481058,6512033.160995221,-22421147.92755584,-5.379990417471684
4951146.847505661,7131558.716469663,-19675483.52015965,-4.121801427795015
4536044.608097788,7971989.320536555,-13837107.027141005,-2.549644249224174
4003183.752798373,8750652.705706466,-7662336.745380473,-1.204050525023358
3520815.789473636,9556500.0,0.0,-0.0006738452996755129
6438579.81431138,5778090.926539348,-20930718.58804554,-6.84437768931059
6540292.796725138,6455229.248687578,-16591016.359789522,-5.550529991981385
6961987.662921665,5300750.766368749,-19524735.44198427,-7.693389966969895
7309189.949798277,4769572.085654465,-18887881.313593674,-8.601282069506277
7979756.214044868,4475091.465920253,-13922657.683697795,-8.951912270380877
8731806.836786514,3978401.50977996,-7873145.712594561,-9.591558956775122
9556500.0,3520815.7894737027,0.0,-10.180788217775197
5959311.494349049,7053195.552360762,-15941149.04324864,-4.4113146551119256
5507449.083443287,7917128.135242972,-11670915.013400791,-2.8024904740297054
4995351.232816935,8748296.95593898,-6422660.59551317,-1.3273349869503694
4526763.157894682,9556500.0,0.0,0.0005487888577541492
6738289.3221217785,7052230.649571244,-12494298.379083691,-4.446667580658155
7167377.917173337,6023108.177283592,-14936657.836066648,-6.32889861012485
7139577.789609964,6686591.094232842,-12277417.538959298,-5.113012343851253
7818236.60477507,5447827.289059043,-12559365.220801892,-7.30208106630234
8726175.641085928,4995703.718749501,-6598521.208372261,-7.973373018782209
9556500.0,4526763.157894751,0.0,-8.687378400611479
6580283.216831833,7862560.2099883985,-8904416.235393928,-2.9766151225330693
6022646.83129995,8735206.829116495,-5103241.893218491,-1.4152822049476843
5532710.52631573,9556500.0,0.0,0.0005091382214725826
7387227.015780496,7361704.969696855,-8418727.72709045,-3.889537432061872
7868914.967355206,6557136.760730295,-8939433.226995649,-5.322921247576859
8714253.88104621,6013428.048706442,-5247092.814488757,-6.2422091143038605
9556500.0,5532710.526315802,0.0,-7.04229599737661
7366381.204659914,8115384.429026172,-5576115.478684904,-2.5438632729359334
7003113.8563235225,8751917.66795378,-3625103.7982853353,-1.4128293228443625
6538657.894736778,9556500.0,0.0,0.0003735921121646631
8114979.25512288,7359462.369176663,-5595281.379225514,-3.888610190340377
7902163.3547619,7898569.275152371,-4846392.466698468,-2.9313343854639244
8750524.971257055,6998030.500956732,-3638577.382743066,-4.518353122905573
9556500.0,6538657.89473685,0.0,-5.314913220947484
7978267.725672246,8672295.30594272,-2464867.665287064,-1.5612222227976171
7544605.263157825,9556500.0,0.0,0.00015199930937193074
8666066.371072523,7981869.979805747,-2476573.432977442,-2.7822968269665687
9556500.0,7544605.2631579,0.0,-3.5516170183812155
8861577.345664728,8863543.583465483,-850600.8315507534,-1.224083917872616
8550552.631578874,9556500.0,0.0,6.075041326658592e-05
9556500.0,8550552.631578952,0.0,-1.7767018907761358
9556500.0,9556500.0,0.0,8.620728496611108e-06
-3665379.986685716,-4183882.557325841,-57086078.62622184,7.999630564309643
-4306417.716371935,-3614923.096367617,-56320724.09589463,9.658972385603745
-2953700.7264265195,-4720952.533175122,-56730788.117074855,6.2596288312771415
-2203963.72164007,-5081620.844690481,-56673766.24009628,4.561838235919658
-4787539.415525041,-2844476.92084434,-56671715.196941264,11.04249989966636
